lootid,score,rare
4924,4212,4842
5352,4212,4843
6156,4212,4844
6384,4212,4845
931,4213,4846
2291,4213,4847
2363,4213,4848
3379,4213,4849
7884,4213,4850
4398,4214,4851
4415,4214,4852
4674,4214,4853
4725,4214,4854
6417,4214,4855
7754,4214,4856
7819,4214,4857
2839,4215,4858
4732,4215,4859
4938,4215,4860
7543,4215,4861
7645,4215,4862
6708,4216,4863
7062,4216,4864
1297,4217,4865
1632,4217,4866
2862,4217,4867
4510,4217,4868
7649,4217,4869
5092,4219,4870
6700,4219,4871
2494,4220,4872
3995,4220,4873
1180,4221,4874
2854,4221,4875
5998,4221,4876
755,4222,4877
1237,4222,4878
2068,4222,4879
4008,4222,4880
4329,4222,4881
4657,4222,4882
4829,4222,4883
6356,4222,4884
6616,4222,4885
7381,4222,4886
7443,4222,4887
70,4223,4888
1065,4223,4889
2110,4223,4890
2480,4223,4891
5468,4223,4892
5478,4223,4893
5543,4223,4894
5939,4223,4895
6902,4223,4896
7288,4223,4897
7914,4223,4898
360,4224,4899
7025,4224,4900
7801,4224,4901
545,4225,4902
3603,4225,4903
4319,4225,4904
6125,4225,4905
6421,4225,4906
1079,4226,4907
4307,4226,4908
4826,4226,4909
5206,4226,4910
6227,4226,4911
3821,4227,4912
4936,4227,4913
416,4228,4914
2201,4228,4915
2409,4228,4916
6777,4228,4917
7956,4228,4918
561,4229,4919
1858,4229,4920
4158,4229,4921
4517,4229,4922
4552,4229,4923
6662,4229,4924
995,4230,4925
2113,4230,4926
5945,4230,4927
7904,4231,4928
816,4232,4929
2349,4232,4930
3472,4232,4931
3816,4233,4932
5249,4233,4933
6004,4233,4934
432,4234,4935
2287,4234,4936
5144,4234,4937
7863,4234,4938
262,4235,4939
1091,4235,4940
2547,4236,4941
3082,4236,4942
6149,4236,4943
6627,4236,4944
1159,4238,4945
1732,4238,4946
3182,4238,4947
3906,4239,4948
303,4240,4949
2471,4240,4950
3312,4240,4951
5603,4240,4952
2039,4241,4953
6996,4241,4954
76,4242,4955
4873,4242,4956
7824,4242,4957
971,4243,4958
4838,4243,4959
7050,4243,4960
1052,4244,4961
1064,4244,4962
3510,4244,4963
5014,4244,4964
6344,4245,4965
6688,4245,4966
7447,4245,4967
1807,4247,4968
4958,4247,4969
5634,4247,4970
4686,4248,4971
5506,4248,4972
5949,4248,4973
6815,4248,4974
7089,4248,4975
7530,4248,4976
2190,4249,4977
2857,4249,4978
7217,4249,4979
1611,4250,4980
2506,4250,4981
4424,4250,4982
4923,4250,4983
2264,4251,4984
3290,4251,4985
3362,4251,4986
4035,4251,4987
4693,4251,4988
4852,4251,4989
1255,4252,4990
2759,4252,4991
4401,4252,4992
5517,4252,4993
62,4253,4994
5984,4253,4995
280,4254,4996
3297,4254,4997
5946,4254,4998
4451,4256,4999
4665,4256,5000
3497,4257,5001
6510,4257,5002
6979,4257,5003
121,4258,5004
1987,4258,5005
4557,4258,5006
6276,4258,5007
6398,4258,5008
7480,4258,5009
1234,4259,5010
5131,4259,5011
5540,4259,5012
6042,4259,5013
566,4260,5014
2808,4260,5015
3871,4260,5016
6029,4260,5017
6425,4260,5018
7045,4260,5019
2423,4261,5020
841,4262,5021
1794,4262,5022
2982,4262,5023
5641,4262,5024
7666,4262,5025
492,4263,5026
564,4263,5027
1528,4263,5028
1544,4263,5029
2207,4263,5030
2961,4263,5031
3254,4263,5032
7544,4263,5033
1869,4264,5034
4912,4264,5035
4144,4265,5036
5215,4265,5037
5588,4265,5038
6868,4265,5039
6925,4265,5040
7744,4265,5041
3232,4266,5042
4203,4266,5043
5282,4266,5044
7285,4266,5045
1167,4267,5046
3677,4268,5047
3779,4268,5048
7527,4268,5049
452,4269,5050
3743,4269,5051
5055,4269,5052
5842,4269,5053
4948,4270,5054
5045,4270,5055
5367,4270,5056
1493,4271,5057
1575,4271,5058
4497,4271,5059
1697,4272,5060
1841,4272,5061
2021,4272,5062
2887,4272,5063
4298,4272,5064
163,4273,5065
344,4273,5066
1854,4273,5067
2174,4273,5068
2344,4273,5069
5119,4273,5070
6859,4273,5071
4133,4274,5072
4139,4274,5073
7015,4274,5074
699,4275,5075
4134,4275,5076
5409,4275,5077
520,4276,5078
855,4277,5079
6498,4277,5080
4187,4278,5081
6983,4278,5082
7608,4278,5083
7764,4278,5084
324,4279,5085
1532,4279,5086
5542,4279,5087
6817,4279,5088
82,4280,5089
1326,4280,5090
2568,4280,5091
5266,4280,5092
6505,4280,5093
6822,4280,5094
573,4281,5095
3885,4281,5096
4590,4281,5097
5631,4281,5098
5903,4281,5099
6468,4281,5100
4713,4282,5101
7256,4282,5102
1033,4283,5103
2892,4283,5104
3403,4283,5105
5505,4283,5106
1155,4284,5107
3077,4284,5108
985,4285,5109
6161,4285,5110
3171,4286,5111
5715,4286,5112
1835,4287,5113
2648,4287,5114
3081,4287,5115
4600,4287,5116
5408,4287,5117
5581,4287,5118
1942,4288,5119
3353,4288,5120
4136,4288,5121
4756,4288,5122
1260,4289,5123
4274,4289,5124
5765,4289,5125
5907,4289,5126
6783,4289,5127
2080,4290,5128
2286,4290,5129
2905,4290,5130
3193,4290,5131
4726,4290,5132
4986,4290,5133
4,4291,5134
215,4291,5135
3006,4291,5136
4078,4291,5137
5398,4291,5138
5604,4291,5139
5644,4291,5140
365,4292,5141
1236,4292,5142
6142,4292,5143
3740,4293,5144
6543,4293,5145
6723,4293,5146
7029,4293,5147
6926,4294,5148
4457,4295,5149
6194,4295,5150
7482,4295,5151
35,4296,5152
392,4296,5153
4373,4296,5154
149,4297,5155
2419,4297,5156
6048,4297,5157
7006,4297,5158
1363,4298,5159
1531,4298,5160
2989,4298,5161
3988,4298,5162
5751,4298,5163
6204,4298,5164
3679,4299,5165
3971,4299,5166
4527,4299,5167
4918,4299,5168
6105,4299,5169
6458,4299,5170
4165,4300,5171
4841,4300,5172
5556,4300,5173
314,4301,5174
1263,4301,5175
3054,4301,5176
5973,4301,5177
6714,4301,5178
1658,4302,5179
2034,4302,5180
3546,4302,5181
7389,4302,5182
2987,4303,5183
3166,4303,5184
3360,4303,5185
4201,4303,5186
7796,4303,5187
467,4304,5188
595,4304,5189
2529,4304,5190
3399,4304,5191
3830,4304,5192
5605,4304,5193
562,4305,5194
1739,4305,5195
4311,4305,5196
5843,4305,5197
248,4306,5198
2100,4306,5199
3804,4306,5200
4617,4306,5201
5141,4306,5202
5619,4306,5203
6401,4306,5204
275,4307,5205
2132,4307,5206
3516,4307,5207
6214,4307,5208
3663,4308,5209
3890,4308,5210
4099,4308,5211
7703,4308,5212
7873,4308,5213
1398,4309,5214
2866,4309,5215
5355,4309,5216
394,4310,5217
2589,4310,5218
3306,4310,5219
3761,4310,5220
4392,4310,5221
6695,4310,5222
7067,4310,5223
621,4311,5224
3698,4311,5225
7905,4311,5226
1694,4312,5227
2106,4312,5228
5128,4312,5229
5698,4312,5230
5723,4313,5231
6003,4313,5232
6939,4313,5233
7765,4313,5234
1920,4314,5235
3897,4314,5236
3316,4315,5237
3373,4315,5238
6988,4315,5239
7466,4315,5240
1300,4316,5241
3272,4316,5242
7973,4316,5243
1901,4317,5244
7266,4317,5245
3810,4318,5246
4532,4318,5247
4872,4318,5248
5791,4318,5249
7655,4318,5250
7920,4318,5251
649,4319,5252
1274,4319,5253
1775,4319,5254
2665,4319,5255
3963,4319,5256
1856,4320,5257
1923,4320,5258
2485,4320,5259
3797,4320,5260
4687,4320,5261
5224,4320,5262
7080,4320,5263
7292,4320,5264
2383,4321,5265
6222,4321,5266
7303,4321,5267
1187,4322,5268
1231,4322,5269
1689,4322,5270
412,4323,5271
1837,4323,5272
4615,4323,5273
4735,4323,5274
5251,4323,5275
6178,4323,5276
7900,4323,5277
2005,4324,5278
2523,4324,5279
7928,4324,5280
446,4325,5281
1186,4325,5282
1353,4325,5283
1684,4325,5284
1535,4327,5285
3525,4327,5286
3739,4327,5287
4549,4327,5288
643,4328,5289
1119,4328,5290
3183,4328,5291
5330,4328,5292
5239,4329,5293
354,4330,5294
1790,4330,5295
2044,4330,5296
5127,4330,5297
5308,4330,5298
113,4331,5299
4034,4331,5300
4854,4331,5301
5780,4331,5302
6499,4331,5303
7376,4331,5304
2656,4332,5305
2850,4332,5306
2891,4332,5307
3939,4332,5308
4095,4332,5309
4595,4332,5310
5483,4332,5311
5814,4332,5312
6221,4332,5313
7912,4332,5314
551,4333,5315
942,4333,5316
3694,4333,5317
4576,4333,5318
5694,4333,5319
6980,4333,5320
7901,4333,5321
57,4334,5322
4202,4334,5323
5788,4334,5324
6243,4334,5325
7547,4334,5326
1788,4335,5327
1860,4335,5328
2125,4335,5329
3015,4335,5330
3550,4335,5331
4367,4335,5332
353,4336,5333
3344,4336,5334
3599,4336,5335
3641,4336,5336
5376,4336,5337
5701,4336,5338
7651,4336,5339
1218,4337,5340
4132,4337,5341
4547,4337,5342
187,4338,5343
1546,4338,5344
1724,4338,5345
5176,4338,5346
2599,4339,5347
1481,4340,5348
1730,4340,5349
2167,4340,5350
347,4341,5351
3031,4341,5352
3595,4341,5353
250,4342,5354
1086,4342,5355
1683,4342,5356
2593,4342,5357
3160,4342,5358
5272,4342,5359
5761,4342,5360
5824,4342,5361
3258,4343,5362
5057,4343,5363
5392,4343,5364
499,4344,5365
5005,4344,5366
396,4345,5367
1873,4345,5368
453,4346,5369
1581,4346,5370
2535,4346,5371
2755,4346,5372
3262,4346,5373
6055,4346,5374
1270,4347,5375
2221,4347,5376
4886,4347,5377
6077,4347,5378
7159,4347,5379
7582,4347,5380
853,4348,5381
1497,4348,5382
4221,4348,5383
7846,4348,5384
5306,4349,5385
7842,4349,5386
7936,4349,5387
1359,4350,5388
1814,4350,5389
2368,4350,5390
2481,4350,5391
3863,4350,5392
6936,4350,5393
21,4351,5394
3513,4351,5395
5952,4351,5396
122,4352,5397
1638,4352,5398
2657,4352,5399
3435,4352,5400
3828,4353,5401
4346,4353,5402
6024,4353,5403
7508,4353,5404
192,4354,5405
2184,4354,5406
4660,4354,5407
2062,4355,5408
2631,4355,5409
4344,4355,5410
7391,4355,5411
7573,4355,5412
1023,4356,5413
1151,4356,5414
1152,4356,5415
1735,4356,5416
4887,4357,5417
5248,4357,5418
6096,4357,5419
6829,4357,5420
7675,4357,5421
1545,4358,5422
4511,4358,5423
4706,4358,5424
6798,4358,5425
7902,4358,5426
3085,4359,5427
4181,4359,5428
5317,4359,5429
6025,4359,5430
3960,4360,5431
1772,4361,5432
4015,4361,5433
5941,4361,5434
7368,4361,5435
7745,4361,5436
7913,4361,5437
1988,4362,5438
2394,4362,5439
4186,4362,5440
4489,4362,5441
4658,4362,5442
5375,4362,5443
442,4363,5444
639,4363,5445
707,4363,5446
3315,4363,5447
5652,4363,5448
6019,4363,5449
7565,4363,5450
155,4364,5451
1369,4364,5452
1624,4364,5453
2373,4364,5454
2758,4364,5455
3900,4364,5456
5259,4364,5457
2722,4365,5458
4285,4365,5459
5115,4365,5460
5922,4365,5461
6372,4365,5462
6683,4365,5463
7724,4365,5464
1080,4366,5465
3243,4366,5466
93,4367,5467
2027,4367,5468
2566,4367,5469
2898,4367,5470
3022,4367,5471
4916,4367,5472
6947,4367,5473
7223,4367,5474
986,4368,5475
1970,4368,5476
2636,4368,5477
3207,4368,5478
4029,4368,5479
4122,4368,5480
4738,4368,5481
5732,4368,5482
5821,4368,5483
5878,4368,5484
4715,4369,5485
5325,4369,5486
604,4370,5487
927,4370,5488
1868,4370,5489
2744,4370,5490
3681,4370,5491
6592,4370,5492
7012,4370,5493
210,4371,5494
2117,4371,5495
4775,4371,5496
5382,4371,5497
6772,4371,5498
7509,4371,5499
654,4372,5500
2848,4372,5501
2946,4372,5502
1217,4373,5503
1947,4373,5504
571,4374,5505
818,4374,5506
1114,4374,5507
1385,4374,5508
5226,4374,5509
5866,4374,5510
5983,4374,5511
7885,4374,5512
527,4375,5513
793,4375,5514
1940,4375,5515
3766,4375,5516
4987,4375,5517
5179,4375,5518
5331,4376,5519
7986,4376,5520
919,4377,5521
1552,4377,5522
6702,4377,5523
2215,4378,5524
4526,4378,5525
5759,4378,5526
6851,4378,5527
7229,4378,5528
7278,4378,5529
596,4379,5530
669,4379,5531
4544,4379,5532
4862,4379,5533
375,4380,5534
1522,4380,5535
3571,4380,5536
5142,4380,5537
5195,4380,5538
5507,4380,5539
6870,4380,5540
1034,4381,5541
1828,4381,5542
5818,4381,5543
308,4382,5544
1366,4382,5545
1747,4382,5546
1844,4382,5547
5629,4382,5548
5879,4382,5549
7987,4382,5550
536,4383,5551
1042,4383,5552
4272,4383,5553
2204,4384,5554
6749,4384,5555
6913,4384,5556
1659,4385,5557
2779,4385,5558
3058,4385,5559
7167,4385,5560
7471,4385,5561
7653,4385,5562
7870,4385,5563
1461,4386,5564
4117,4386,5565
5405,4386,5566
6612,4386,5567
7720,4386,5568
530,4387,5569
2653,4387,5570
4225,4387,5571
5420,4387,5572
6588,4387,5573
2336,4388,5574
4598,4388,5575
5029,4388,5576
6413,4388,5577
570,4389,5578
3336,4389,5579
3840,4389,5580
5489,4389,5581
6880,4389,5582
7693,4389,5583
3146,4390,5584
5980,4390,5585
331,4391,5586
813,4391,5587
1879,4391,5588
2609,4391,5589
6910,4391,5590
7692,4391,5591
5207,4392,5592
825,4393,5593
2028,4393,5594
3824,4393,5595
5380,4393,5596
2230,4394,5597
4423,4394,5598
5564,4394,5599
5565,4394,5600
7107,4394,5601
7951,4394,5602
470,4395,5603
869,4395,5604
1441,4395,5605
1975,4395,5606
3319,4395,5607
4007,4395,5608
5590,4395,5609
6669,4395,5610
6692,4395,5611
7564,4395,5612
5416,4396,5613
6646,4396,5614
1112,4397,5615
1181,4397,5616
2688,4397,5617
3289,4397,5618
5793,4397,5619
7465,4397,5620
7679,4397,5621
398,4398,5622
802,4398,5623
1185,4398,5624
2760,4398,5625
3233,4398,5626
4352,4398,5627
7852,4398,5628
5292,4399,5629
6134,4399,5630
7315,4399,5631
1327,4400,5632
3004,4400,5633
7166,4400,5634
269,4401,5635
1561,4401,5636
2853,4401,5637
2180,4403,5638
3365,4403,5639
4521,4403,5640
5742,4403,5641
5862,4403,5642
7054,4403,5643
3024,4404,5644
6054,4404,5645
7069,4404,5646
4475,4405,5647
4815,4405,5648
4981,4405,5649
321,4406,5650
568,4406,5651
4904,4406,5652
1562,4407,5653
5516,4407,5654
7647,4407,5655
3538,4408,5656
4633,4408,5657
5311,4408,5658
1162,4409,5659
1284,4409,5660
2018,4409,5661
3845,4409,5662
5741,4409,5663
7851,4409,5664
85,4410,5665
3048,4410,5666
3908,4410,5667
4508,4410,5668
6270,4410,5669
6544,4410,5670
1876,4412,5671
2777,4412,5672
4235,4412,5673
6037,4412,5674
3730,4413,5675
5566,4413,5676
6307,4413,5677
7339,4413,5678
2332,4414,5679
3752,4414,5680
3838,4414,5681
4519,4414,5682
7524,4414,5683
3279,4415,5684
5679,4415,5685
7960,4415,5686
958,4417,5687
1109,4417,5688
2306,4417,5689
2940,4417,5690
2952,4417,5691
3789,4417,5692
6878,4417,5693
7685,4417,5694
74,4418,5695
2427,4418,5696
4050,4418,5697
4860,4418,5698
4971,4418,5699
7277,4418,5700
3669,4419,5701
3401,4420,5702
4895,4420,5703
5094,4420,5704
5315,4420,5705
5901,4420,5706
6239,4420,5707
6857,4420,5708
160,4421,5709
4313,4421,5710
5007,4421,5711
5957,4421,5712
4387,4422,5713
7496,4422,5714
7600,4422,5715
2056,4423,5716
2991,4423,5717
5469,4423,5718
5648,4423,5719
6122,4423,5720
86,4424,5721
2251,4424,5722
5845,4424,5723
6465,4424,5724
1914,4425,5725
3493,4425,5726
4878,4425,5727
6036,4425,5728
7230,4425,5729
7757,4425,5730
2004,4426,5731
3820,4426,5732
3964,4426,5733
4695,4426,5734
5084,4426,5735
5406,4426,5736
6079,4426,5737
323,4427,5738
435,4427,5739
890,4427,5740
1813,4427,5741
4111,4427,5742
589,4428,5743
2282,4428,5744
3196,4428,5745
3644,4428,5746
5383,4428,5747
465,4429,5748
2583,4429,5749
2889,4429,5750
4809,4429,5751
5065,4429,5752
7226,4429,5753
50,4430,5754
6731,4430,5755
875,4431,5756
4688,4431,5757
6888,4431,5758
2852,4432,5759
6437,4432,5760
7125,4432,5761
2193,4433,5762
4356,4433,5763
4566,4433,5764
7317,4433,5765
3625,4434,5766
3656,4434,5767
5989,4434,5768
7100,4434,5769
1206,4435,5770
4116,4436,5771
7173,4436,5772
7400,4436,5773
587,4437,5774
1215,4437,5775
5350,4437,5776
3291,4438,5777
3869,4438,5778
4106,4438,5779
5511,4438,5780
6238,4438,5781
7487,4438,5782
924,4439,5783
4840,4439,5784
4967,4439,5785
5600,4439,5786
316,4440,5787
592,4440,5788
2754,4440,5789
4456,4440,5790
4505,4440,5791
7503,4440,5792
6449,4442,5793
1204,4443,5794
2798,4443,5795
7436,4443,5796
111,4444,5797
1285,4444,5798
2431,4444,5799
1337,4445,5800
6404,4445,5801
951,4446,5802
3523,4446,5803
5938,4446,5804
6938,4446,5805
815,4447,5806
2697,4447,5807
4076,4447,5808
4515,4447,5809
4968,4447,5810
1884,4448,5811
2682,4448,5812
397,4449,5813
2359,4449,5814
2370,4449,5815
2377,4449,5816
6828,4449,5817
729,4450,5818
3744,4450,5819
6647,4450,5820
1150,4451,5821
5953,4451,5822
668,4452,5823
4583,4452,5824
5642,4452,5825
6294,4452,5826
6445,4452,5827
7892,4452,5828
3292,4453,5829
4150,4453,5830
628,4454,5831
1099,4454,5832
1343,4454,5833
6775,4454,5834
7761,4454,5835
2407,4455,5836
3776,4455,5837
4751,4455,5838
5840,4455,5839
1415,4456,5840
3979,4456,5841
6881,4456,5842
7163,4456,5843
4676,4457,5844
6670,4457,5845
2281,4458,5846
3586,4458,5847
3834,4458,5848
7090,4458,5849
7149,4458,5850
1570,4459,5851
3562,4459,5852
296,4460,5853
1356,4460,5854
7354,4460,5855
7469,4460,5856
3370,4462,5857
2546,4463,5858
4032,4463,5859
4495,4463,5860
7785,4463,5861
4288,4464,5862
7064,4464,5863
2081,4465,5864
6444,4465,5865
2484,4466,5866
5613,4466,5867
1640,4467,5868
1898,4467,5869
861,4468,5870
7808,4468,5871
461,4469,5872
1175,4469,5873
1925,4469,5874
3693,4469,5875
7088,4469,5876
3670,4470,5877
6757,4470,5878
4781,4471,5879
4283,4472,5880
6529,4472,5881
3950,4474,5882
5301,4474,5883
477,4475,5884
2348,4475,5885
2572,4475,5886
1011,4476,5887
2842,4476,5888
7455,4476,5889
2057,4477,5890
7449,4477,5891
7576,4477,5892
1096,4478,5893
1435,4478,5894
3592,4478,5895
195,4479,5896
2247,4479,5897
3815,4479,5898
5456,4479,5899
6165,4479,5900
5896,4481,5901
6659,4481,5902
7528,4481,5903
2551,4482,5904
5976,4482,5905
3222,4483,5906
6552,4483,5907
2272,4485,5908
3180,4485,5909
3785,4485,5910
4966,4485,5911
6095,4485,5912
3801,4486,5913
5529,4486,5914
226,4487,5915
599,4487,5916
1595,4487,5917
5294,4487,5918
680,4488,5919
2265,4488,5920
3118,4488,5921
3796,4488,5922
6088,4488,5923
7961,4488,5924
747,4489,5925
2304,4489,5926
3080,4489,5927
7003,4489,5928
883,4490,5929
1226,4490,5930
1853,4490,5931
2773,4491,5932
5166,4491,5933
7498,4492,5934
6273,4493,5935
7245,4493,5936
7639,4493,5937
523,4494,5938
2442,4494,5939
4110,4494,5940
6111,4494,5941
5921,4495,5942
732,4496,5943
1350,4496,5944
2826,4496,5945
6573,4496,5946
7099,4496,5947
427,4497,5948
2980,4497,5949
3311,4497,5950
6235,4497,5951
6824,4497,5952
1373,4498,5953
2065,4498,5954
3956,4498,5955
4570,4498,5956
5515,4498,5957
822,4499,5958
2010,4500,5959
2236,4500,5960
2618,4500,5961
3331,4500,5962
4806,4500,5963
5072,4500,5964
2160,4501,5965
2290,4502,5966
4702,4502,5967
5082,4502,5968
6509,4503,5969
3298,4504,5970
2345,4505,5971
5026,4505,5972
6578,4506,5973
5,4507,5974
1423,4507,5975
2831,4507,5976
3016,4507,5977
237,4508,5978
17,4509,5979
1315,4509,5980
491,4510,5981
4100,4510,5982
4026,4511,5983
5934,4511,5984
7538,4511,5985
2596,4512,5986
4473,4512,5987
5884,4512,5988
6296,4512,5989
615,4513,5990
2452,4513,5991
2733,4513,5992
6022,4513,5993
2876,4514,5994
1095,4515,5995
1293,4516,5996
2175,4516,5997
2298,4516,5998
4632,4516,5999
7161,4516,6000
860,4517,6001
1448,4517,6002
3668,4517,6003
5481,4517,6004
7248,4517,6005
1578,4519,6006
5682,4519,6007
5786,4519,6008
6051,4519,6009
6650,4519,6010
1641,4520,6011
1838,4520,6012
5112,4520,6013
7604,4520,6014
7714,4520,6015
3846,4521,6016
7216,4521,6017
7546,4521,6018
2934,4522,6019
2096,4523,6020
3001,4523,6021
1745,4524,6022
4565,4526,6023
6819,4526,6024
109,4527,6025
5181,4527,6026
5549,4527,6027
3583,4528,6028
7794,4528,6029
915,4529,6030
6791,4529,6031
2121,4530,6032
3862,4530,6033
509,4531,6034
2937,4531,6035
4163,4532,6036
7156,4532,6037
2181,4533,6038
3335,4533,6039
6472,4533,6040
7921,4533,6041
3220,4534,6042
3650,4536,6043
5006,4537,6044
6092,4537,6045
6850,4537,6046
339,4538,6047
7560,4538,6048
664,4539,6049
1051,4539,6050
2331,4539,6051
6673,4539,6052
7127,4539,6053
7438,4539,6054
498,4540,6055
2146,4540,6056
5981,4541,6057
1420,4542,6058
1559,4542,6059
3242,4542,6060
4744,4542,6061
4821,4542,6062
7773,4542,6063
5004,4543,6064
5190,4543,6065
5459,4543,6066
6392,4543,6067
1019,4544,6068
4125,4544,6069
5261,4544,6070
5627,4544,6071
6311,4544,6072
6491,4544,6073
7505,4544,6074
980,4545,6075
1650,4545,6076
7270,4545,6077
1713,4546,6078
7461,4546,6079
5047,4547,6080
6658,4547,6081
6869,4547,6082
4747,4548,6083
6310,4548,6084
7365,4548,6085
7890,4549,6086
54,4550,6087
310,4550,6088
2712,4550,6089
4250,4550,6090
6330,4550,6091
2576,4551,6092
4363,4551,6093
4802,4551,6094
1139,4552,6095
4963,4552,6096
3413,4553,6097
6818,4553,6098
3961,4554,6099
4183,4554,6100
6339,4554,6101
7997,4554,6102
772,4555,6103
3323,4555,6104
4053,4555,6105
4649,4555,6106
4717,4555,6107
5626,4555,6108
3714,4556,6109
3974,4556,6110
98,4557,6111
4637,4557,6112
5183,4558,6113
1425,4560,6114
5114,4560,6115
770,4561,6116
2149,4561,6117
2556,4561,6118
2825,4561,6119
7969,4561,6120
4868,4562,6121
935,4563,6122
3511,4563,6123
3658,4563,6124
7428,4563,6125
559,4564,6126
1053,4564,6127
2372,4564,6128
3045,4564,6129
5048,4564,6130
7968,4564,6131
3275,4565,6132
3916,4565,6133
3982,4565,6134
5678,4565,6135
6412,4565,6136
6582,4565,6137
7312,4565,6138
7335,4565,6139
3241,4566,6140
4051,4566,6141
1769,4567,6142
892,4568,6143
2219,4568,6144
3598,4568,6145
1322,4569,6146
3567,4569,6147
5774,4569,6148
1103,4570,6149
1344,4570,6150
3953,4570,6151
6993,4570,6152
3178,4571,6153
3281,4571,6154
3346,4571,6155
3455,4571,6156
3495,4571,6157
3624,4571,6158
5396,4571,6159
5994,4571,6160
6721,4571,6161
3231,4572,6162
788,4573,6163
1727,4573,6164
2634,4573,6165
4587,4573,6166
5727,4573,6167
921,4574,6168
7189,4574,6169
241,4575,6170
7208,4575,6171
878,4576,6172
2083,4576,6173
2703,4576,6174
6502,4576,6175
7472,4576,6176
403,4577,6177
3326,4577,6178
7131,4577,6179
899,4578,6180
1460,4578,6181
1656,4578,6182
6104,4578,6183
6607,4578,6184
7721,4578,6185
385,4579,6186
3786,4579,6187
5256,4579,6188
6467,4579,6189
2883,4580,6190
5873,4580,6191
5904,4580,6192
234,4581,6193
1817,4581,6194
2242,4581,6195
2475,4581,6196
1230,4582,6197
1654,4582,6198
2157,4582,6199
560,4583,6200
1390,4584,6201
2420,4584,6202
6407,4584,6203
6740,4584,6204
254,4585,6205
4300,4585,6206
1803,4586,6207
7561,4586,6208
352,4587,6209
5129,4587,6210
759,4588,6211
3717,4588,6212
7457,4588,6213
7978,4588,6214
1280,4589,6215
2224,4589,6216
4192,4589,6217
4315,4589,6218
4240,4590,6219
6663,4590,6220
7614,4590,6221
1054,4592,6222
2799,4592,6223
4563,4592,6224
1428,4593,6225
1789,4593,6226
2139,4593,6227
5058,4593,6228
7247,4593,6229
2354,4594,6230
4721,4594,6231
193,4595,6232
4167,4595,6233
4934,4595,6234
5617,4595,6235
443,4596,6236
1107,4596,6237
6429,4596,6238
780,4597,6239
2469,4597,6240
4071,4597,6241
774,4598,6242
1558,4598,6243
3252,4598,6244
202,4599,6245
2275,4600,6246
4597,4600,6247
4677,4600,6248
7642,4600,6249
4955,4601,6250
5271,4601,6251
6367,4601,6252
490,4602,6253
1585,4602,6254
2126,4602,6255
5632,4602,6256
7209,4602,6257
255,4603,6258
1228,4603,6259
2561,4603,6260
230,4604,6261
817,4604,6262
1104,4604,6263
5021,4604,6264
361,4605,6265
1029,4605,6266
6063,4605,6267
4010,4606,6268
5859,4606,6269
3176,4607,6270
3865,4607,6271
4205,4607,6272
6863,4607,6273
7677,4607,6274
2103,4608,6275
3537,4608,6276
5312,4608,6277
2690,4609,6278
3783,4609,6279
4803,4609,6280
5197,4609,6281
7370,4609,6282
7709,4609,6283
7831,4609,6284
81,4610,6285
458,4610,6286
7331,4610,6287
1287,4611,6288
4761,4611,6289
4998,4611,6290
7345,4611,6291
2244,4612,6292
4977,4612,6293
5348,4612,6294
5454,4612,6295
5518,4612,6296
5962,4612,6297
7150,4612,6298
3301,4613,6299
7897,4613,6300
3314,4614,6301
3367,4614,6302
286,4615,6303
2362,4615,6304
1438,4616,6305
1928,4617,6306
3734,4618,6307
4368,4618,6308
131,4619,6309
6012,4619,6310
7980,4619,6311
486,4620,6312
1742,4620,6313
3255,4620,6314
3757,4620,6315
5326,4620,6316
7265,4620,6317
4486,4621,6318
5349,4621,6319
7146,4621,6320
977,4622,6321
4620,4622,6322
6779,4622,6323
7536,4622,6324
2734,4623,6325
3678,4623,6326
3883,4623,6327
4571,4623,6328
4737,4623,6329
7305,4623,6330
6597,4624,6331
1862,4625,6332
3099,4625,6333
4623,4625,6334
258,4626,6335
1891,4626,6336
2792,4626,6337
4326,4626,6338
23,4627,6339
61,4627,6340
247,4627,6341
3575,4628,6342
3705,4628,6343
4925,4628,6344
3593,4629,6345
5772,4629,6346
7825,4629,6347
1146,4630,6348
1602,4630,6349
1647,4630,6350
2549,4630,6351
4748,4631,6352
586,4632,6353
1056,4632,6354
2664,4632,6355
4091,4632,6356
7358,4632,6357
3386,4633,6358
399,4635,6359
6283,4635,6360
6600,4635,6361
4080,4636,6362
5289,4636,6363
7780,4636,6364
7030,4637,6365
7860,4637,6366
328,4638,6367
1208,4638,6368
3696,4638,6369
4680,4638,6370
142,4639,6371
1319,4639,6372
1526,4639,6373
5245,4639,6374
5527,4639,6375
6245,4639,6376
7122,4639,6377
1317,4640,6378
3474,4640,6379
4148,4640,6380
4906,4640,6381
181,4641,6382
2060,4641,6383
2075,4641,6384
3029,4641,6385
4609,4641,6386
7113,4641,6387
7434,4641,6388
7753,4641,6389
478,4642,6390
2274,4642,6391
4516,4642,6392
5925,4642,6393
2761,4643,6394
2919,4643,6395
7853,4643,6396
7,4644,6397
1899,4644,6398
3951,4644,6399
2890,4645,6400
3187,4645,6401
4123,4645,6402
4562,4645,6403
5513,4645,6404
5762,4645,6405
1543,4646,6406
3731,4646,6407
5924,4646,6408
7384,4646,6409
1588,4647,6410
2415,4647,6411
3549,4647,6412
4128,4647,6413
4493,4647,6414
4564,4647,6415
1279,4648,6416
2038,4649,6417
